trade_id,fill_time,direction,route,setup_id,opportunity_id,rule1_structure_gate,rule1_manual_note,rule2_pullback_stage,rule3_signal_timing,rule4_opportunity_identity,rule5_control_rr,five_rule_machine_verdict,human_review_flags
T011,2025.04.23 13:55:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1745412900|1745413200,XAUUSD.s|-1|1745412900|1745413200|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T012,2025.04.23 19:55:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1745426100|1745426400,XAUUSD.s|-1|1745426100|1745426400|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T013,2025.04.23 22:50:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1745439900|1745440800,XAUUSD.s|-1|1745439900|1745440800|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T014,2025.04.24 06:15:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1745472900|1745473500,XAUUSD.s|-1|1745472900|1745473500|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T015,2025.04.28 01:25:00,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1745619000|1745619300,XAUUSD.s|-1|1745619000|1745619300|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T016,2025.04.28 14:30:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1745848500|1745848800,XAUUSD.s|-1|1745848500|1745848800|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T017,2025.04.28 18:40:00,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1745859900|1745860200,XAUUSD.s|-1|1745859900|1745860200|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T018,2025.04.28 20:55:01,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1745869800|1745870100,XAUUSD.s|-1|1745869800|1745870100|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T019,2025.04.30 07:45:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1745995500|1745995800,XAUUSD.s|1|1745995500|1745995800|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T020,2025.09.02 10:05:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1756805700|1756806000,XAUUSD.s|1|1756805700|1756806000|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T021,2025.09.03 02:50:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1756862700|1756863000,XAUUSD.s|1|1756862700|1756863000|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T022,2025.09.03 03:10:01,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1756867800|1756868100,XAUUSD.s|1|1756867800|1756868100|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T023,2025.09.04 21:10:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1756977600|1757009400,XAUUSD.s|1|1756977600|1757009400|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T024,2025.09.08 08:05:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1757315100|1757315400,XAUUSD.s|1|1757315100|1757315400|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T025,2025.09.09 18:25:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1757434800|1757436600,XAUUSD.s|1|1757434800|1757436600|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T026,2025.09.09 20:15:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1757441400|1757442000,XAUUSD.s|-1|1757441400|1757442000|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,M15与M5分歧的战术局部趋势
T027,2025.09.15 06:20:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1757916600|1757916900,XAUUSD.s|-1|1757916600|1757916900|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T028,2025.09.15 12:10:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1757937300|1757937600,XAUUSD.s|-1|1757937300|1757937600|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T029,2025.09.15 17:20:00,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1757950200|1757950500,XAUUSD.s|-1|1757950200|1757950500|A2,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T030,2025.09.16 19:50:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1758039900|1758051300,XAUUSD.s|1|1758039900|1758051300|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T031,2025.09.17 06:15:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1758087900|1758088500,XAUUSD.s|1|1758087900|1758088500|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T032,2025.09.19 08:25:00,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1758268200|1758268500,XAUUSD.s|-1|1758268200|1758268500|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T033,2025.09.24 01:15:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1758636600|1758664800,XAUUSD.s|-1|1758636600|1758664800|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,M15与M5分歧的战术局部趋势
T034,2026.03.03 03:05:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1772503800|1772505000,XAUUSD.s|1|1772503800|1772505000|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T035,2026.03.05 02:30:00,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1772667000|1772667300,XAUUSD.s|-1|1772667000|1772667300|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T036,2026.03.05 10:05:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1772693100|1772704500,XAUUSD.s|-1|1772693100|1772704500|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T037,2026.03.06 07:50:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1772780700|1772781000,XAUUSD.s|-1|1772780700|1772781000|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T038,2026.03.06 19:05:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1772822100|1772822400,XAUUSD.s|-1|1772822100|1772822400|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T039,2026.03.06 21:25:00,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1772822100|1772822400,XAUUSD.s|-1|1772822100|1772822400|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T040,2026.03.10 06:35:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773122100|1773122400,XAUUSD.s|-1|1773122100|1773122400|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T041,2026.03.11 09:30:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1773198900|1773220500,XAUUSD.s|1|1773198900|1773220500|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T042,2026.03.11 19:15:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1773248400|1773250200,XAUUSD.s|1|1773248400|1773250200|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T043,2026.03.13 05:25:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773377700|1773378000,XAUUSD.s|-1|1773377700|1773378000|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T044,2026.03.13 08:45:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773386400|1773389700,XAUUSD.s|-1|1773386400|1773389700|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T045,2026.03.13 08:55:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773386400|1773391500,XAUUSD.s|-1|1773386400|1773391500|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T046,2026.03.16 05:35:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773634200|1773634500,XAUUSD.s|-1|1773634200|1773634500|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T047,2026.03.16 07:40:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773634200|1773642300,XAUUSD.s|-1|1773634200|1773642300|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T048,2026.03.16 15:50:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773673800|1773674100,XAUUSD.s|-1|1773673800|1773674100|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T049,2026.03.16 17:25:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773681000|1773681300,XAUUSD.s|-1|1773681000|1773681300|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T050,2026.03.16 23:35:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773701400|1773701700,XAUUSD.s|-1|1773701400|1773701700|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T051,2026.03.17 19:55:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773771900|1773772800,XAUUSD.s|-1|1773771900|1773772800|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T052,2026.03.19 22:25:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773957300|1773957600,XAUUSD.s|-1|1773957300|1773957600|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T053,2026.03.20 07:10:00,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1773983100|1773983400,XAUUSD.s|-1|1773983100|1773983400|A2,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T054,2026.03.20 08:35:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1773993600|1773994200,XAUUSD.s|-1|1773993600|1773994200|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T055,2026.03.20 15:25:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774009800|1774010100,XAUUSD.s|-1|1774009800|1774010100|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T056,2026.03.24 09:45:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774303800|1774335300,XAUUSD.s|-1|1774303800|1774335300|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T057,2026.03.24 11:20:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774349100|1774349400,XAUUSD.s|-1|1774349100|1774349400|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T058,2026.03.25 06:45:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774418400|1774420500,XAUUSD.s|-1|1774418400|1774420500|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T059,2026.03.25 07:35:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774418400|1774421400,XAUUSD.s|-1|1774418400|1774421400|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T060,2026.03.26 07:40:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774490400|1774503600,XAUUSD.s|-1|1774490400|1774503600|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T061,2026.03.27 05:20:00,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1774584600|1774584900,XAUUSD.s|-1|1774584600|1774584900|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T062,2026.03.27 20:20:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774640100|1774641300,XAUUSD.s|-1|1774640100|1774641300|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T063,2026.03.27 20:40:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774640100|1774643400,XAUUSD.s|-1|1774640100|1774643400|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T064,2026.03.27 23:50:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774640100|1774652700,XAUUSD.s|-1|1774640100|1774652700|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T065,2026.03.30 07:35:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774854300|1774855200,XAUUSD.s|-1|1774854300|1774855200|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T066,2026.03.30 19:50:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774888800|1774899000,XAUUSD.s|-1|1774888800|1774899000|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T067,2026.03.31 08:55:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1774935900|1774938300,XAUUSD.s|-1|1774935900|1774938300|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T068,2026.03.31 21:00:00,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1774982100|1774982400,XAUUSD.s|-1|1774982100|1774982400|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T069,2026.05.01 10:15:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1777625100|1777625400,XAUUSD.s|1|1777625100|1777625400|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T070,2026.05.01 11:35:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1777632000|1777632300,XAUUSD.s|1|1777632000|1777632300|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T071,2026.05.01 22:15:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1777673400|1777673400,XAUUSD.s|1|1777673400|1777673400|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T072,2026.05.07 20:25:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1778177400|1778177700,XAUUSD.s|1|1778177400|1778177700|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T073,2026.05.08 09:30:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1778221800|1778231100,XAUUSD.s|1|1778221800|1778231100|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T074,2026.05.12 09:05:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1778576400|1778575200,XAUUSD.s|-1|1778576400|1778575200|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T075,2026.05.12 09:50:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1778576400|1778578200,XAUUSD.s|-1|1778576400|1778578200|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T076,2026.05.19 01:55:00,SELL,B_COMPLEX_H2_L2,XAUUSD.s|-1|1779148200|1779148500,XAUUSD.s|-1|1779148200|1779148500|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T077,2026.05.19 21:55:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1779223500|1779224100,XAUUSD.s|-1|1779223500|1779224100|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T078,2026.05.22 21:55:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1779483600|1779483900,XAUUSD.s|1|1779483600|1779483900|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T079,2026.05.26 03:30:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1779762300|1779762600,XAUUSD.s|1|1779762300|1779762600|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T080,2026.05.26 06:10:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1779773400|1779773700,XAUUSD.s|1|1779773400|1779773700|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T081,2026.05.28 09:00:00,SELL,A_HEALTHY_FIRST_RESUME,XAUUSD.s|-1|1779948900|1779949200,XAUUSD.s|-1|1779948900|1779949200|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T082,2026.08.06 19:30:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1786041600|1786041900,XAUUSD.s|1|1786041600|1786041900|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T083,2026.08.10 12:45:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1786354800|1786356000,XAUUSD.s|1|1786354800|1786356000|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T084,2026.08.11 12:20:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1786447500|1786449000,XAUUSD.s|1|1786447500|1786449000|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T085,2026.08.11 13:50:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1786447500|1786455300,XAUUSD.s|1|1786447500|1786455300|A1,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,
T086,2026.08.13 05:40:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1786587300|1786588500,XAUUSD.s|1|1786587300|1786588500|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T087,2026.08.14 11:55:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1786704000|1786706100,XAUUSD.s|1|1786704000|1786706100|A2,PASS,无额外状态冲突标记,PASS,PASS,PASS,PASS,5/5 PASS,M15与M5分歧的战术局部趋势
T088,2026.08.17 13:15:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1786955100|1786960800,XAUUSD.s|1|1786955100|1786960800|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T089,2026.08.17 22:15:00,BUY,A_HEALTHY_FIRST_RESUME,XAUUSD.s|1|1787004300|1787004600,XAUUSD.s|1|1787004300|1787004600|A1,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T090,2026.08.24 21:25:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1787601000|1787601300,XAUUSD.s|1|1787601000|1787601300|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
T091,2026.08.25 06:10:00,BUY,B_COMPLEX_H2_L2,XAUUSD.s|1|1787629800|1787630100,XAUUSD.s|1|1787629800|1787630100|A2,PASS,需人工判断回调是否已演变为独立反向趋势,PASS,PASS,PASS,PASS,5/5 PASS,信号时M5状态仍处于反向回调/未翻向，需人工判断恢复位置
